Epoch: [77][0/97], lr: 0.01000	Time 4.333 (4.333)	Data 0.174 (0.174)	Loss 1.8926 (1.8926)	Prec@1 89.062 (89.062)	Prec@5 99.219 (99.219)
Epoch: [77][10/97], lr: 0.01000	Time 0.345 (0.682)	Data 0.000 (0.016)	Loss 1.7144 (2.1847)	Prec@1 89.844 (87.216)	Prec@5 100.000 (99.077)
Epoch: [77][20/97], lr: 0.01000	Time 0.341 (0.522)	Data 0.000 (0.016)	Loss 2.4127 (2.2918)	Prec@1 82.812 (86.124)	Prec@5 99.219 (98.884)
Epoch: [77][30/97], lr: 0.01000	Time 0.346 (0.468)	Data 0.000 (0.016)	Loss 2.7837 (2.2653)	Prec@1 83.594 (86.190)	Prec@5 97.656 (99.093)
Epoch: [77][40/97], lr: 0.01000	Time 0.348 (0.439)	Data 0.001 (0.016)	Loss 1.8919 (2.2158)	Prec@1 87.500 (86.414)	Prec@5 100.000 (99.085)
Epoch: [77][50/97], lr: 0.01000	Time 0.343 (0.421)	Data 0.000 (0.016)	Loss 2.3357 (2.2469)	Prec@1 82.812 (86.275)	Prec@5 99.219 (99.004)
Epoch: [77][60/97], lr: 0.01000	Time 0.344 (0.410)	Data 0.000 (0.016)	Loss 2.1187 (2.2203)	Prec@1 88.281 (86.373)	Prec@5 99.219 (99.039)
Epoch: [77][70/97], lr: 0.01000	Time 0.349 (0.402)	Data 0.000 (0.016)	Loss 3.0355 (2.2611)	Prec@1 82.031 (86.202)	Prec@5 98.438 (99.054)
Epoch: [77][80/97], lr: 0.01000	Time 0.347 (0.396)	Data 0.000 (0.016)	Loss 1.9215 (2.2612)	Prec@1 88.281 (86.208)	Prec@5 100.000 (99.084)
Epoch: [77][90/97], lr: 0.01000	Time 0.340 (0.391)	Data 0.000 (0.016)	Loss 1.9105 (2.2479)	Prec@1 86.719 (86.221)	Prec@5 100.000 (99.099)
Epoch: [77][96/97], lr: 0.01000	Time 0.932 (0.394)	Data 0.000 (0.017)	Loss 3.0273 (2.2338)	Prec@1 80.508 (86.265)	Prec@5 98.305 (99.105)
Epoch: [78][0/97], lr: 0.01000	Time 0.678 (0.678)	Data 0.381 (0.381)	Loss 1.9123 (1.9123)	Prec@1 88.281 (88.281)	Prec@5 99.219 (99.219)
Epoch: [78][10/97], lr: 0.01000	Time 0.351 (0.396)	Data 0.000 (0.047)	Loss 3.0058 (2.2987)	Prec@1 82.812 (85.866)	Prec@5 97.656 (99.219)
Epoch: [78][20/97], lr: 0.01000	Time 0.361 (0.378)	Data 0.000 (0.032)	Loss 2.4935 (2.1801)	Prec@1 86.719 (87.277)	Prec@5 98.438 (99.256)
Epoch: [78][30/97], lr: 0.01000	Time 0.348 (0.370)	Data 0.000 (0.027)	Loss 2.2902 (2.1577)	Prec@1 85.156 (87.046)	Prec@5 99.219 (99.219)
Epoch: [78][40/97], lr: 0.01000	Time 0.345 (0.366)	Data 0.000 (0.024)	Loss 2.2689 (2.1615)	Prec@1 85.156 (86.947)	Prec@5 100.000 (99.162)
Epoch: [78][50/97], lr: 0.01000	Time 0.343 (0.363)	Data 0.000 (0.023)	Loss 1.5825 (2.1604)	Prec@1 92.188 (86.933)	Prec@5 98.438 (99.188)
Epoch: [78][60/97], lr: 0.01000	Time 0.343 (0.361)	Data 0.000 (0.022)	Loss 2.0835 (2.1242)	Prec@1 88.281 (87.154)	Prec@5 100.000 (99.232)
Epoch: [78][70/97], lr: 0.01000	Time 0.347 (0.360)	Data 0.000 (0.021)	Loss 2.7223 (2.1576)	Prec@1 83.594 (86.983)	Prec@5 98.438 (99.131)
Epoch: [78][80/97], lr: 0.01000	Time 0.362 (0.359)	Data 0.000 (0.020)	Loss 2.6091 (2.1815)	Prec@1 82.031 (86.757)	Prec@5 99.219 (99.132)
Epoch: [78][90/97], lr: 0.01000	Time 0.341 (0.358)	Data 0.000 (0.020)	Loss 2.7601 (2.2030)	Prec@1 82.812 (86.710)	Prec@5 100.000 (99.141)
Epoch: [78][96/97], lr: 0.01000	Time 0.333 (0.357)	Data 0.000 (0.020)	Loss 2.3141 (2.2181)	Prec@1 86.441 (86.660)	Prec@5 100.000 (99.113)
Epoch: [79][0/97], lr: 0.01000	Time 0.688 (0.688)	Data 0.374 (0.374)	Loss 1.7140 (1.7140)	Prec@1 92.188 (92.188)	Prec@5 99.219 (99.219)
Epoch: [79][10/97], lr: 0.01000	Time 0.353 (0.400)	Data 0.000 (0.047)	Loss 2.8202 (2.5358)	Prec@1 81.250 (84.659)	Prec@5 99.219 (98.722)
Epoch: [79][20/97], lr: 0.01000	Time 0.348 (0.378)	Data 0.000 (0.032)	Loss 2.1715 (2.3950)	Prec@1 87.500 (85.305)	Prec@5 98.438 (98.958)
Epoch: [79][30/97], lr: 0.01000	Time 0.363 (0.374)	Data 0.000 (0.027)	Loss 3.2299 (2.3426)	Prec@1 80.469 (85.736)	Prec@5 97.656 (98.967)
Epoch: [79][40/97], lr: 0.01000	Time 0.360 (0.372)	Data 0.000 (0.024)	Loss 1.7001 (2.2961)	Prec@1 90.625 (86.223)	Prec@5 100.000 (99.104)
Epoch: [79][50/97], lr: 0.01000	Time 0.354 (0.370)	Data 0.000 (0.022)	Loss 2.1180 (2.2635)	Prec@1 86.719 (86.397)	Prec@5 100.000 (99.188)
Epoch: [79][60/97], lr: 0.01000	Time 0.346 (0.367)	Data 0.000 (0.021)	Loss 2.4293 (2.2592)	Prec@1 83.594 (86.386)	Prec@5 100.000 (99.270)
Epoch: [79][70/97], lr: 0.01000	Time 0.364 (0.367)	Data 0.000 (0.021)	Loss 2.0372 (2.2296)	Prec@1 88.281 (86.554)	Prec@5 100.000 (99.296)
Epoch: [79][80/97], lr: 0.01000	Time 0.349 (0.366)	Data 0.000 (0.020)	Loss 2.7383 (2.2465)	Prec@1 81.250 (86.362)	Prec@5 100.000 (99.315)
Epoch: [79][90/97], lr: 0.01000	Time 0.363 (0.364)	Data 0.000 (0.020)	Loss 2.0092 (2.2575)	Prec@1 89.062 (86.289)	Prec@5 100.000 (99.305)
Epoch: [79][96/97], lr: 0.01000	Time 0.327 (0.363)	Data 0.000 (0.020)	Loss 2.5384 (2.2803)	Prec@1 84.746 (86.087)	Prec@5 98.305 (99.266)
Epoch: [80][0/97], lr: 0.01000	Time 0.707 (0.707)	Data 0.402 (0.402)	Loss 2.4386 (2.4386)	Prec@1 83.594 (83.594)	Prec@5 100.000 (100.000)
